title,kind,authors,day,time,session
A Graph Auto-encoder Model of Derivational Morphology,Long,"Valentin Hofmann, Hinrich Schütze and Janet Pierrehumbert",2020/07/06,08:00–09:00,"Session 2A Phonology, Morphology and Word Segmentation-1"
"A Frame-based Sentence Representation for Machine Reading Comprehen- sion Shaoru Guo, Ru Li, Hongye Tan, Xiaoli Li, Yong Guan, Hongyan Zhao and Yueping",Short,Zhang,2020/07/06,08:00–09:00,Session 2A Question Answering-2
"A Methodology for Creating Question Answering Corpora Using Inverse Data Annotation Jan Deriu, Katsiaryna Mlynchyk, Philippe Schläpfer, Alvaro Rodrigo, Dirk von",Long,"Grünigen, Nicolas Kaiser, Kurt Stockinger, Eneko Agirre and Mark Cieliebak",2020/07/06,08:00–09:00,Session 2A Question Answering-2
"Enhancing Answer Boundary Detection for Multilingual Machine Reading Comprehension Fei Yuan, Linjun Shou, Xuanyu Bai, Ming Gong, Yaobo Liang, Nan Duan, Yan Fu",Long,and Daxin Jiang,2020/07/06,08:00–09:00,Session 2A Question Answering-2
"Explicit Memory Tracker with Coarse-to-Fine Reasoning for Conversational Machine Reading Yifan Gao, Chien-Sheng Wu, Shaﬁq Joty, Caiming Xiong, Richard Socher, Irwin",Long,"King, Michael Lyu and Steven C.H. Hoi",2020/07/06,08:00–09:00,Session 2A Question Answering-2
Injecting Numerical Reasoning Skills into Language Models,Long,"Mor Geva, Ankit Gupta and Jonathan Berant",2020/07/06,08:00–09:00,Session 2A Question Answering-2
Learning to Identify Follow-Up Questions in Conversational Question An- swering,Long,"Souvik Kundu, Qian Lin and Hwee Tou Ng",2020/07/06,08:00–09:00,Session 2A Question Answering-2
Query Graph Generation for Answering Multi-hop Complex Questions from Knowledge Bases,Short,Yunshi Lan and Jing Jiang,2020/07/06,08:00–09:00,Session 2A Question Answering-2
"Building a User-Generated Content North-African Arabizi Treebank: Tack- ling Hell Djamé Seddah, Farah Essaidi, Amal Fethi, Matthieu Futeral, Benjamin Muller, Pe-",Long,"dro Javier Ortiz Suárez, Benoît Sagot and Abhishek Srivastava",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
Crawling and Preprocessing Mailing Lists At Scale for Dialog Analysis,Short,"Janek Bevendorff, Khalid Al Khatib, Martin Potthast and Benno Stein",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
"Fine-Grained Analysis of Cross-Linguistic Syntactic Divergences Dmitry Nikolaev, Oﬁr Arviv, Taelin Karidi, Neta Kenneth, Veronika Mitnik, Lilja",Long,Maria Saeboe and Omri Abend,2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
Generating Counter Narratives against Online Hate Speech: Data and Strategies,Long,"Serra Sinem Tekiro˘glu, Yi-Ling Chung and Marco Guerini",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
KLEJ: Comprehensive Benchmark for Polish Language Understanding,Long,"Piotr Rybak, Robert Mroczkowski, Janusz Tracz and Ireneusz Gawlik",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
Learning and Evaluating Emotion Lexicons for 91 Languages,Long,"Sven Buechel, Susanna Rücker and Udo Hahn",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
Multi-Hypothesis Machine Translation Evaluation,Long,"Marina Fomicheva, Lucia Specia and Francisco Guzmán",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
Multimodal Quality Estimation for Machine Translation,Short,"Shu Okabe, Frédéric Blain and Lucia Specia",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
PuzzLing Machines: A Challenge on Learning From Small Data,Long,"Gözde Gül ¸Sahin, Yova Kementchedjhieva, Phillip Rust and Iryna Gurevych",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
"The SOFC-Exp Corpus and Neural Approaches to Information Extraction in the Materials Science Domain Annemarie Friedrich, Heike Adel, Federico Tomazic, Johannes Hingerl, Renou",Long,"Benteau, Anika Marusczyk and Lukas Lange",2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
"The TechQA Dataset Vittorio Castelli, Rishav Chakravarti, Saswati Dana, Anthony Ferritto, Radu Flo- rian, Martin Franz, Dinesh Garg, Dinesh Khandelwal, Scott McCarley, Michael McCawley, Mohamed Nasr, Lin Pan, Cezar Pendus, John Pitrelli, Saurabh Pujar, Salim Roukos, Andrzej Sakrajda, Avi Sil, Rosario Uceda-Sosa, Todd Ward and",Long,Rong Zhang,2020/07/06,08:00–09:00,Session 2A Resources and Evaluation-2
iSarcasm: A Dataset of Intended Sarcasm,Long,Silviu Oprea and Walid Magdy,2020/07/06,,
AMR Parsing via Graph-Sequence Iterative Inference,Long,Deng Cai and Wai Lam,2020/07/06,08:00–09:00,Session 2A Semantics: Sentence Level-1
"A Large-Scale Multi-Document Summarization Dataset from the Wikipedia Current Events Portal Demian Gholipour Ghalandari, Chris Hokamp, Nghia The Pham, John Glover and",Short,Georgiana Ifrim,2020/07/06,08:00–09:00,Session 2A Summarization-1
"Attend, Translate and Summarize: An Efﬁcient Method for Neural Cross- Lingual Summarization",Long,"Junnan Zhu, Yu Zhou, Jiajun Zhang and Chengqing Zong",2020/07/06,08:00–09:00,Session 2A Summarization-1
Examining the State-of-the-Art in News Timeline Summarization,Long,Demian Gholipour Ghalandari and Georgiana Ifrim,2020/07/06,08:00–09:00,Session 2A Summarization-1
Improving Truthfulness of Headline Generation,Long,"Kazuki Matsumaru, Sho Takase and Naoaki Okazaki",2020/07/06,08:00–09:00,Session 2A Summarization-1
SUPERT: Towards New Frontiers in Unsupervised Evaluation Metrics for Multi-Document Summarization,Short,"Yang Gao, Wei Zhao and Steffen Eger",2020/07/06,08:00–09:00,Session 2A Summarization-1
Self-Attention Guided Copy Mechanism for Abstractive Summarization,Short,"Song Xu, Haoran Li, Peng Yuan, Youzheng Wu, Xiaodong He and Bowen Zhou",2020/07/06,08:00–09:00,Session 2A Summarization-1
Topic Balancing with Additive Regularization of Topic Models,SRW,Eugeniia Veselova and Konstantin Vorontsov,2020/07/06,08:00–09:00,Session 2A Student Research Workshop
Combining Subword Representations into Word-level Representations in the Transformer Architecture,SRW,"Noe Casas, Marta R. Costa-jussà and José A. R. Fonollosa",2020/07/06,08:00–09:00,Session 2A Student Research Workshop
Zero-shot North Korean to English Neural Machine Translation by Charac- ter Tokenization and Phoneme Decomposition,SRW,"Hwichan Kim, Tosho Hirasawa and Mamoru Komachi",2020/07/06,08:00–09:00,Session 2A Student Research Workshop
"Media Bias, the Social Sciences, and NLP: Automating Frame Analyses to Identify Bias by Word Choice and Labeling",SRW,Felix Hamborg,2020/07/06,08:00–09:00,Session 2A Student Research Workshop
"How Furiously Can Colourless Green Ideas Sleep? Sentence Acceptability in Context Jey Han Lau, Carlos Santos Armendariz, Matthew Purver, Chang Shu, Shalom Lap-",TACL,pin,2020/07/06,09:00–10:00,Session 2B Cognitive Modeling and Psycholinguistics-2
Predicting Depression in Screening Interviews from Latent Categorization of Interview Prompts,Long,"Alex Rinaldi, Jean Fox Tree and Snigdha Chaturvedi",2020/07/06,09:00–10:00,Session 2B Cognitive Modeling and Psycholinguistics-2
Beyond User Self-Reported Likert Scale Ratings: A Comparison Model for Automatic Dialog Evaluation,Long,"Weixin Liang, James Zou and Zhou Yu",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Conversational Word Embedding for Retrieval-Based Dialog System,Short,"Wentao Ma, Yiming Cui, Ting Liu, Dong Wang, Shijin Wang and Guoping Hu",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Designing Precise and Robust Dialogue Response Evaluators,Short,"Tianyu Zhao, Divesh Lala and Tatsuya Kawahara",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Evaluating Dialogue Generation Systems via Response Selection,Short,"Shiki Sato, Reina Akama, Hiroki Ouchi, Jun Suzuki and Kentaro Inui",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
"Few-shot Slot Tagging with Collapsed Dependency Transfer and Label- enhanced Task-adaptive Projection Network Yutai Hou, Wanxiang Che, Yongkui Lai, Zhihan Zhou, Yijia Liu, Han Liu and Ting",Long,Liu,2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Generating Informative Conversational Response using Recurrent Knowledge-Interaction and Knowledge-Copy,Long,"Xiexiong Lin, Weiyu Jian, Jianshan He, Taifeng Wang and Wei Chu",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
"Guiding Variational Response Generator to Exploit Persona Bowen Wu, MengYuan Li, Zongsheng Wang, Yifu Chen, Derek F. Wong, qihang",Long,"feng, Junhong Huang and Baoxun Wang",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Learning Dialog Policies from Weak Demonstrations,Long,"Gabriel Gordon-Hall, Philip John Gorinski and Shay B. Cohen",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
MuTual: A Dataset for Multi-Turn Dialogue Reasoning,Long,"Leyang Cui, Yu Wu, Shujie Liu, Yue Zhang and Ming Zhou",2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
"You Impress Me: Dialogue Generation via Mutual Persona Perception Qian Liu, Yihong Chen, Bei Chen, Jian-Guang LOU, Zixuan Chen, Bin Zhou and",Long,Dongmei Zhang,2020/07/06,09:00–10:00,Session 2B Dialogue and Interactive Systems-4
Bridging Anaphora Resolution as Question Answering,Long,Yufang Hou,2020/07/06,09:00–10:00,Session 2B Discourse and Pragmatics-2
Dialogue Coherence Assessment Without Explicit Dialogue Act Labels,Long,"Mohsen Mesgar, Sebastian Bücker and Iryna Gurevych",2020/07/06,09:00–10:00,Session 2B Discourse and Pragmatics-2
Explicit Semantic Decomposition for Deﬁnition Generation,Long,"Jiahuan Li, Yu Bao, Shujian Huang, Xinyu Dai and Jiajun CHEN",2020/07/06,09:00–10:00,Session 2B Generation-4
Fast and Accurate Non-Projective Dependency Tree Linearization,Long,"Xiang Yu, Simon Tannert, Ngoc Thang Vu and Jonas Kuhn",2020/07/06,09:00–10:00,Session 2B Generation-4
Semantic Graphs for Generating Deep Questions,Long,"Liangming Pan, Yuxi Xie, Yansong Feng, Tat-Seng Chua and Min-Yen Kan",2020/07/06,09:00–10:00,Session 2B Generation-4
Syn-QG: Syntactic and Shallow Semantic Rules for Question Generation,Long,Kaustubh Dhole and Christopher D. Manning,2020/07/06,09:00–10:00,Session 2B Generation-4
Unsupervised Paraphrasing by Simulated Annealing,Long,"Xianggen Liu, Lili Mou, Fandong Meng, Hao Zhou, Jie Zhou and Sen Song",2020/07/06,09:00–10:00,Session 2B Generation-4
A Novel Cascade Binary Tagging Framework for Relational Triple Extrac- tion,Long,"Zhepei Wei, Jianlin Su, Yue Wang, Yuan Tian and Yi Chang",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
"In Layman’s Terms: Semi-Open Relation Extraction from Scientiﬁc Texts Ruben Kruiper, Julian Vincent, Jessica Chen-Burger, Marc Desmulliez and Ioannis",Long,Konstas,2020/07/06,09:00–10:00,Session 2B Information Extraction-1
NAT: Noise-Aware Training for Robust Neural Sequence Labeling,Long,"Marcin Namysl, Sven Behnke and Joachim Köhler",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
Named Entity Recognition without Labelled Data: A Weak Supervision Ap- proach,Long,"Pierre Lison, Jeremy Barnes, Aliaksandr Hubin and Samia Touileb",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
Probing Linguistic Features of Sentence-Level Representations in Relation Extraction,Long,"Christoph Alt, Aleksandra Gabryszak and Leonhard Hennig",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
Reasoning with Latent Structure Reﬁnement for Document-Level Relation Extraction,Long,"Guoshun Nan, Zhijiang Guo, Ivan Sekulic and Wei Lu",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
TACRED Revisited: A Thorough Evaluation of the TACRED Relation Ex- traction Task,Long,"Christoph Alt, Aleksandra Gabryszak and Leonhard Hennig",2020/07/06,09:00–10:00,Session 2B Information Extraction-1
"Bilingual Dictionary Based Neural Machine Translation without Using Par- allel Sentences Xiangyu Duan, Baijun Ji, Hao Jia, Min Tan, Min Zhang, Boxing Chen, Weihua Luo",Long,and Yue Zhang,2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Boosting Neural Machine Translation with Similar Translations,Long,"Jitao XU, Josep Crego and Jean Senellart",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Character-Level Translation with Self-attention,Short,"Yingqiang Gao, Nikola I. Nikolov, Yuhuang Hu and Richard H.R. Hahnloser",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
End-to-End Neural Word Alignment Outperforms GIZA++,Long,"Thomas Zenkel, Joern Wuebker and John DeNero",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Enhancing Machine Translation with Dependency-Aware Self-Attention,Short,Emanuele Bugliarello and Naoaki Okazaki,2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Improving Massively Multilingual Neural Machine Translation and Zero- Shot Translation,Long,"Biao Zhang, Philip Williams, Ivan Titov and Rico Sennrich",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
"It’s Easier to Translate out of English than into it: Measuring Neural Trans- lation Difﬁculty by Cross-Mutual Information Emanuele Bugliarello, Sabrina J. Mielke, Antonios Anastasopoulos, Ryan Cotterell",Short,and Naoaki Okazaki,2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Language-aware Interlingua for Multilingual Neural Machine Translation,Short,"Changfeng Zhu, Heng Yu, Shanbo Cheng and Weihua Luo",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Norm-Based Curriculum Learning for Neural Machine Translation,Long,"Xuebo Liu, Houtim Lai, Derek F. Wong and Lidia S. Chao",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
"On the Limitations of Cross-lingual Encoders as Exposed by Reference-Free Machine Translation Evaluation Wei Zhao, Goran Glavaš, Maxime Peyrard, Yang Gao, Robert West and Steffen",Long,Eger,2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Parallel Sentence Mining by Constrained Decoding,Short,"Pinzhen Chen, Nikolay Bogoychev, Kenneth Heaﬁeld and Faheem Kirefu",2020/07/06,09:00–10:00,Session 2B Machine Translation-2
Self-Attention with Cross-Lingual Position Representation,Short,"Liang Ding, Longyue Wang and Dacheng Tao",2020/07/06,,
“You Sound Just Like Your Father” Commercial Machine Translation Sys- tems Include Stylistic Biases,Short,"Dirk Hovy, Federico Bianchi and Tommaso Fornaciari",2020/07/06,,
Fast and Accurate Deep Bidirectional Language Representations for Unsu- pervised Learning,Long,"Joongbo Shin, Yoonhyung Lee, Seunghyun Yoon and Kyomin Jung",2020/07/06,09:00–10:00,Session 2B NLP Applications-2
Fine-grained Interest Matching for Neural News Recommendation,Long,"Heyuan Wang, Fangzhao Wu, Zheng Liu and Xing Xie",2020/07/06,09:00–10:00,Session 2B NLP Applications-2
Interpretable Operational Risk Classiﬁcation with Semi-Supervised Varia- tional Autoencoder,Short,"Fan Zhou, Shengming Zhang and Yi Yang",2020/07/06,09:00–10:00,Session 2B NLP Applications-2
"Interpreting Twitter User Geolocation Ting Zhong, Tianliang Wang, Fan Zhou, Goce Trajcevski, Kunpeng Zhang and Yi",Short,Yang,2020/07/06,09:00–10:00,Session 2B NLP Applications-2
"MMPE: A Multi-Modal Interface for Post-Editing Machine Translation Nico Herbig, Tim Düwel, Santanu Pal, Kalliopi Meladaki, Mahsa Monshizadeh,",Long,Antonio Krüger and Josef van Genabith,2020/07/06,09:00–10:00,Session 2B NLP Applications-2
Modeling Code-Switch Languages Using Bilingual Parallel Corpus,Long,Grandee Lee and Haizhou Li,2020/07/06,09:00–10:00,Session 2B NLP Applications-2
"SpellGCN: Incorporating Phonological and Visual Similarities into Lan- guage Models for Chinese Spelling Check Xingyi Cheng, Weidi Xu, Kunlong Chen, Shaohua Jiang, Feng Wang, Taifeng",Long,"Wang, Wei Chu and Yuan Qi",2020/07/06,09:00–10:00,Session 2B NLP Applications-2
Spelling Error Correction with Soft-Masked BERT,Long,"Shaohua Zhang, Haoran Huang, Jicong Liu and Hang Li",2020/07/06,09:00–10:00,Session 2B NLP Applications-2
A Diverse Corpus for Evaluating and Developing English Math Word Prob- lem Solvers,Short,"Shen-yun Miao, Chao-Chun Liang and Keh-Yih Su",2020/07/06,09:00–10:00,Session 2B Resources and Evaluation-3
A Monolingual Approach to Contextualized Word Embeddings for Mid- Resource Languages,Long,"Pedro Javier Ortiz Suárez, Laurent Romary and Benoît Sagot",2020/07/06,09:00–10:00,Session 2B Resources and Evaluation-3
Improving Image Captioning Evaluation by Considering Inter References Variance,Long,"Yanzhi Yi, Hangyu Deng and Jinglu Hu",2020/07/06,09:00–10:00,Session 2B Resources and Evaluation-3
Revisiting the Context Window for Cross-lingual Word Embeddings,Long,Ryokan Ri and Yoshimasa Tsuruoka,2020/07/06,09:00–10:00,Session 2B Resources and Evaluation-3
"Will-They-Won’t-They: A Very Large Dataset for Stance Detection on Twit- ter Costanza Conforti, Jakob Berndt, Mohammad Taher Pilehvar, Chryssi Giannitsarou,",Short,Flavio Toxvaerd and Nigel Collier,2020/07/06,09:00–10:00,Session 2B Resources and Evaluation-3
A Three-Parameter Rank-Frequency Relation in Natural Languages,Short,"Chenchen Ding, Masao Utiyama and Eiichiro Sumita",2020/07/06,09:00–10:00,Session 2B Theory and Formalism in NLP (Linguistic and Mathematical)-2
Dice Loss for Data-imbalanced NLP Tasks,Long,"Xiaoya Li, Xiaofei Sun, Yuxian Meng, Junjun Liang, Fei Wu and Jiwei Li",2020/07/06,09:00–10:00,Session 2B Theory and Formalism in NLP (Linguistic and Mathematical)-2
Language Models as an Alternative Evaluator of Word Order Hypotheses: A Case Study in Japanese,Long,"Tatsuki Kuribayashi, Takumi Ito, Jun Suzuki and Kentaro Inui",2020/07/06,09:00–10:00,Session 2B Theory and Formalism in NLP (Linguistic and Mathematical)-2
Theoretical Limitations of Self-Attention in Neural Sequence Models,TACL,Michael Hahn,2020/07/06,09:00–10:00,Session 2B Theory and Formalism in NLP (Linguistic and Mathematical)-2
SCAR: Sentence Compression using Autoencoders for Reconstruction,SRW,"Chanakya Malireddy, Tirth Maniar and Manish Shrivastava",2020/07/06,09:00–10:00,Session 2B Student Research Workshop
